inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,total_inflows,outflows_1,outflows_2,outflows_3,outflows_4,outflows_5,total_outflows
3416820.6,974990.26,420974.36,315764.76,6596378.0,3129111.03,4451692.0,6401023.93,961974.43,26668729.37,-8847935.0,-907448.0,-9901421.0,-7900725.93,-4179687.37,-31737217.3
3615540.71,561839.75,9145392.0,5675265.0,6684179.28,8587324.0,9021154.0,4021024.44,5822551.2,53134270.38,-3284535.0,-3622544.0,-9069322.0,-3204167.0,-4608567.0,-23789135.0
8526573.0,1395792.29,9260760.0,5049908.0,7770084.26,7489212.14,622615.37,4302451.0,8362887.0,52780283.06,-6649579.0,-136321.0,-5229207.0,-7899365.0,-1739044.92,-21653516.92
2004873.05,4723228.0,7502938.0,2055696.07,840490.16,1762227.86,6666929.48,840039.67,924854.99,27321277.28,-9407352.0,-5028793.02,-602965.0,-5468006.0,-6349713.59,-26856829.61
5140184.0,6172937.0,8512595.0,6451929.83,7413288.0,1011176.13,541131.23,5413601.59,3403867.91,44060710.69,-4300791.0,-5451757.75,-8962662.0,-6444967.0,-6549618.0,-31709795.75
2466948.0,6408512.0,2471433.42,787105.01,8246751.82,1407482.74,176477.92,5059041.0,8208424.08,35232175.99,-4701789.0,-3919696.93,-7426437.0,-2305084.03,-8239136.56,-26592143.52
5011810.51,1571257.49,3600504.8,7287414.65,9246375.0,1556833.93,9216680.0,7090258.0,9648792.0,54229926.38,-7271903.0,-874003.0,-5380676.0,-4477777.0,-7039343.0,-25043702.0
881202.48,3953230.14,9383420.0,6521413.93,3604177.0,192476.1,7528541.4,7204013.38,6866553.76,46135028.19,-1456837.0,-237764.0,-7067098.44,-3729526.0,-5477363.0,-17968588.44
5799995.76,1990679.22,2888408.52,9549736.0,3440474.0,7777534.6,4032165.39,1647847.2,9070488.0,46197328.69,-5506550.66,-9937086.0,-9769607.0,-7976905.68,-133077.0,-33323226.34
3052526.0,8475601.0,8131258.0,8970660.0,6283396.36,58532.06,4069696.14,4572692.0,8792847.0,52407208.56,-6005999.0,-2468164.0,-6208514.0,-7839645.54,-9820163.0,-32342485.54
3396060.26,5745874.0,9086217.0,447848.5,3413195.72,8527371.0,4551175.97,7229802.0,6379316.0,48776860.45,-7457011.09,-5924116.23,-1019881.0,-927493.0,-34664.0,-15363165.32
1045024.45,9568568.0,6440056.0,7075426.0,8207834.89,751841.14,9394715.0,5152484.09,1456014.0,49091963.57,-1611116.0,-7549609.0,-3557089.07,-9512282.0,-4932273.0,-27162369.07
693289.18,125697.98,6675121.0,7244371.0,68060.01,9244838.0,3998470.92,21481.65,701111.86,28772441.6,-4955934.98,-3887288.94,-4121572.25,-1653727.0,-1429733.0,-16048256.17
889665.63,911838.58,5941986.0,3577197.27,8162278.0,5471066.0,6621273.0,1614790.08,5644697.55,38834792.11,-4988823.0,-1580095.0,-1582563.0,-6405116.0,-1999188.18,-16555785.18
5052641.21,252358.72,5461291.0,653687.82,6531562.88,4860187.05,3904139.86,5277687.0,116602.63,32110158.17,-6520667.0,-6568678.0,-5701939.0,-6545895.0,-9710868.0,-35048047.0
3371412.0,8364055.0,6966576.76,825760.77,7146343.37,1482646.0,7556588.4,3481467.31,8219242.0,47414091.61,-928577.0,-4649723.0,-4870686.0,-5835403.77,-5562438.0,-21846827.77
4364402.79,573787.94,3755187.17,8427029.0,7359210.0,738780.61,9457601.0,3026561.0,8452800.0,46155359.51,-5355090.93,-222979.0,-7532486.27,-3467126.92,-740153.0,-17317836.12
5600973.0,4973735.0,6969240.56,5901786.87,2749163.96,8266820.7,5380523.0,3412397.47,9494887.0,52749527.56,-5083173.0,-8253158.01,-3382863.9,-239433.0,-3512287.0,-20470914.91
8370292.57,2288682.0,1624694.55,6936835.0,3602024.69,6289403.87,2423400.9,5122040.0,8676944.0,45334317.58,-157643.0,-7323316.0,-7672079.0,-6385349.0,-2364019.0,-23902406.0
5011907.57,850207.67,5520625.0,3606011.5,6687582.0,472622.79,5160178.19,2013899.04,5576910.6,34899944.36,-5017536.33,-6891003.0,-8851403.0,-2298956.61,-6290464.0,-29349362.94
5182608.0,1373444.0,3302496.76,487753.4,8882674.0,5090287.54,720761.65,2038304.5,1095628.93,28173958.78,-4414285.03,-1883372.44,-5130481.66,-6358670.0,-205789.0,-17992598.13
8700712.0,6616621.0,5099941.83,1991202.0,6525554.0,3392634.0,9034001.0,2285123.15,2413963.0,46059751.98,-686257.0,-9769682.0,-9023569.0,-9831384.0,-1792222.9,-31103114.9
3952736.57,4983778.51,3184963.37,3908495.97,8281908.03,4203631.84,1501826.0,5735359.83,6162374.0,41915074.12,-3123419.65,-7816107.0,-9809549.0,-6270548.0,-6109587.0,-33129210.65
4632769.0,101180.76,216474.59,565135.76,2325297.18,2748006.0,5467154.0,178644.46,5440122.76,21674784.51,-3604095.05,-6244846.0,-879792.0,-3753282.0,-2253013.0,-16735028.05
2100182.82,1641436.25,2322786.9,2712606.7,9177110.0,3525412.16,4018850.0,420647.65,1918474.5,27837506.98,-7209588.71,-3884213.22,-5756884.22,-6542555.01,-1585413.0,-24978654.16
9756964.0,6133479.0,387278.36,8469501.0,8180771.51,9422139.0,4842301.34,8733385.0,4314718.0,60240537.21,-4221835.0,-3343961.28,-1787760.43,-2166960.0,-9818281.0,-21338797.71
6213060.63,3184793.49,7659243.9,4695179.1,6559530.21,99282.83,7870713.0,4573129.41,936135.06,41791067.63,-7117073.45,-8417198.0,-95509.0,-4881583.0,-3912695.25,-24424058.7
634893.57,7107283.0,6043899.0,8285763.0,1662819.25,1187425.05,5000519.64,9734499.0,370722.53,40027824.04,-9011694.0,-1801623.0,-7952357.0,-4346638.74,-7560149.0,-30672461.74
2545698.89,442572.11,4467382.6,8725278.0,8502619.0,1152436.9,965164.08,2871561.36,2993922.62,32666635.56,-7560596.0,-3038234.0,-1496371.0,-1145563.0,-3837949.37,-17078713.37
7809758.0,9151202.0,2385007.0,923763.84,7419465.0,7747630.0,9225101.0,2442493.51,2255733.82,49360154.17,-9089065.0,-5854838.0,-7394095.0,-6586683.0,-6450071.9,-35374752.9
1863081.99,7488282.65,619665.11,1646587.64,3224371.0,8731849.0,2592743.0,5930631.0,4503515.26,36600726.65,-4777664.92,-581196.0,-522172.0,-2508518.61,-875776.0,-9265327.53
6248232.0,2284687.82,4212462.08,4294987.82,302760.24,4748908.42,406910.49,4712536.0,8943738.0,36155222.87,-9485712.0,-3013321.0,-8202614.97,-323674.0,-4079253.0,-25104574.97
3595100.81,6103060.0,3255631.94,3015053.23,653830.38,7461743.72,5272481.9,1541285.02,7270272.01,38168459.01,-7806167.0,-203003.0,-887978.0,-4541216.28,-5720438.61,-19158802.89
9814449.0,788747.42,6186791.0,2443561.35,6260380.0,4273368.0,1432111.87,4538252.4,7107712.96,42845374.0,-7832234.0,-7628625.22,-3355262.18,-107491.0,-3794303.0,-22717915.4
1711361.13,6666080.74,148530.92,5016651.0,2736934.0,1553859.0,6672986.54,9699940.0,5859532.76,40065876.09,-3261603.7,-6521657.0,-7240648.05,-7155515.0,-302173.0,-24481596.75
8694207.0,2866728.0,4313087.68,2055343.29,174966.21,9945582.0,6761230.62,4898852.0,1258581.06,40968577.86,-5100545.0,-6566343.0,-3272826.0,-4943205.9,-519707.0,-20402626.9
3445408.0,1782417.14,9786682.0,8523120.0,4415069.0,8663662.0,3522615.0,2617602.0,3374060.0,46130635.14,-6139464.0,-1057709.0,-1134070.0,-4874599.0,-3458894.79,-16664736.79
1641973.78,2952640.5,3302396.0,909596.47,1936529.17,8680073.0,3058462.18,5137972.0,9615627.0,37235270.1,-7930596.61,-3054643.0,-3755961.37,-2986290.0,-7125359.0,-24852849.98
3512248.8,9888459.0,4724028.0,2398017.0,1952881.82,3887820.0,9647698.0,967454.66,9022355.0,46000962.28,-365454.0,-2715341.0,-5493736.0,-7126457.0,-6015558.91,-21716546.91
3427172.96,211466.42,7956118.62,3665758.75,7574675.0,4456576.0,589582.1,8410130.0,4758970.0,41050449.85,-3183169.0,-1897289.76,-3921863.0,-4507000.9,-6423202.0,-19932524.66
859560.75,704209.84,5317786.98,2875347.55,6922919.77,9261138.0,6540879.0,5351449.0,5492292.06,43325582.95,-2549674.64,-4490072.0,-5192992.92,-7142843.0,-3387150.0,-22762732.56
1773254.92,6732861.0,9701782.0,9135788.0,124789.88,6858219.0,4290254.58,6316406.0,5985315.7,50918671.08,-1279710.0,-6995341.13,-7025720.0,-422100.0,-8396980.0,-24119851.13
8857274.0,147610.62,648532.45,3669831.37,4753590.0,5367419.0,2684626.0,6327307.0,996360.47,33452550.91,-6848268.0,-8323055.0,-7343557.0,-7675878.7,-807092.0,-30997850.7
682135.37,8673881.0,5940698.54,593530.81,5788609.87,5475754.73,6800857.76,2511400.56,9200378.0,45667246.64,-5907819.9,-2635196.46,-5805501.0,-3326015.0,-1298792.0,-18973324.36
1772893.88,5190918.48,8925938.0,7012850.0,5117160.0,5569420.39,6606758.0,1336537.0,661836.85,42194312.6,-2587960.0,-7645593.0,-651314.0,-325339.0,-293643.0,-11503849.0
3207952.84,7706549.8,6756517.0,4201056.0,6483091.47,9626080.0,8602989.0,5880251.0,1545552.23,54010039.34,-7641689.0,-146204.0,-8531510.0,-7466005.0,-347897.0,-24133305.0
3694393.63,9335373.0,3557747.34,9829144.0,5158186.0,1177380.72,5038449.1,8606411.0,9944350.0,56341434.79,-1761560.38,-6267150.0,-4847360.34,-3395112.0,-6217884.0,-22489066.72
2949735.0,1163642.4,6801232.99,687673.03,3363881.86,4918055.49,7619152.76,7688414.4,6931192.15,42122980.08,-6409698.0,-5705028.71,-514844.0,-2402318.96,-7380391.36,-22412281.03
7585600.52,5464262.0,6399355.25,7734557.0,5372125.0,1196097.0,600857.78,5076674.24,647324.0,40076852.79,-5057667.38,-7670903.0,-4520106.74,-8003163.0,-9593323.0,-34845163.12
39004.16,7314148.93,8754608.0,1463744.43,9719142.0,4152028.61,474525.12,1774169.26,1553698.58,35245069.09,-8908842.0,-3195332.0,-6386284.0,-5807537.0,-9818399.0,-34116394.0
1092635.08,5550114.0,9527164.0,7737899.48,3811328.0,7900292.47,8580761.0,6372025.83,1159113.78,51731333.64,-2521886.05,-7176342.0,-9037789.0,-6911608.0,-5885476.08,-31533101.13
9982816.0,4307037.42,3667089.66,5242022.34,1604297.2,4452363.18,9016867.0,2113295.34,3881155.0,44266943.14,-1269165.0,-5929841.34,-538733.0,-3919617.0,-5109245.0,-16766601.34
2394119.82,1353324.72,7664012.0,2665655.0,6679999.16,5258998.0,1612520.72,1260375.21,3572856.0,32461860.63,-9698901.0,-5592320.0,-2100281.0,-6086229.99,-1682109.35,-25159841.34
1571539.39,1155620.11,4740904.09,9253528.0,8441832.0,1995083.4,9298500.0,5392654.7,6983948.0,48833609.69,-6258714.98,-5720966.0,-5332230.71,-6808360.0,-7276280.0,-31396551.69
5046710.0,8157260.0,4550399.44,6316767.0,5138886.0,5458036.61,5814575.75,1303390.21,8310739.0,50096764.01,-7042308.0,-2031062.05,-5323677.0,-728757.0,-5776101.52,-20901905.57
8345470.0,9356100.0,560232.6,7821016.6,938231.79,617703.65,5430518.97,8656174.0,9275561.0,51001008.61,-1026318.0,-8830768.0,-803185.0,-2723484.0,-7913778.0,-21297533.0
482804.59,6927751.0,4028471.0,405817.98,7771795.0,6254370.37,1747256.0,9617727.0,2150738.05,39386730.99,-2081400.0,-8177246.0,-2618020.0,-2532072.0,-900330.0,-16309068.0
6321789.92,702514.85,2954630.0,8711909.0,1476547.18,830916.37,1631657.13,8461957.0,8893503.0,39985424.45,-4458362.0,-3043934.0,-409152.0,-2366789.73,-1718650.0,-11996887.73
2249692.08,818189.0,7270884.0,2058569.0,5791120.71,8143196.0,768712.67,8361204.0,7837753.0,43299320.46,-2157540.34,-754742.0,-7057502.0,-4356003.0,-3984696.01,-18310483.35
7588061.0,8824993.0,2937126.39,6119939.0,8713459.0,995131.57,7736210.17,9145936.0,3954805.89,56015662.02,-1473531.0,-1625527.0,-3011802.68,-2449862.0,-9594431.0,-18155153.68
4379730.92,8025380.98,9275503.0,6507653.62,7545686.17,6903240.0,120437.9,850619.54,8508391.0,52116643.13,-6610853.0,-6637817.33,-4081445.26,-1499385.0,-3065547.07,-21895047.66
584926.4,1702331.26,4540298.31,5394919.0,4917884.0,814645.77,7672330.0,3421608.36,6321608.7,35370551.8,-5547480.16,-2869470.22,-3298844.82,-2855484.61,-1917315.93,-16488595.74
7902642.0,205639.55,7051452.21,3584188.75,7010689.27,7576998.0,9430497.0,1484584.92,3257232.76,47503924.46,-2347907.14,-4525262.0,-2173421.86,-1956917.0,-4614988.0,-15618496.0
6093062.0,6657916.0,4541261.0,8329265.0,8257331.0,9353323.0,4327846.0,2237486.45,2253360.42,52050850.87,-7507179.0,-8667455.0,-1904612.0,-4815822.0,-417932.0,-23313000.0
6417347.0,4817728.0,7257077.64,6060094.97,5711403.6,8722402.0,7802850.0,3087655.49,2756373.62,52632932.32,-3559953.37,-4259516.0,-8990422.0,-5202794.48,-2190455.84,-24203141.69
1062680.79,3797181.09,2861447.0,1555487.93,5671915.28,1719959.89,9885925.0,3703391.25,4729249.0,34987237.23,-5712095.0,-6688307.0,-605609.0,-1149395.0,-4494844.0,-18650250.0
9940427.0,5901696.64,1851732.86,1035072.58,7765765.0,5599012.0,4441106.95,2221108.09,8987231.0,47743152.12,-8398335.0,-3760403.87,-4943253.0,-8376614.32,-8444966.0,-33923572.19
4838930.96,118932.3,455609.28,8510542.0,1981967.2,2118551.94,6949020.96,5116584.0,1221482.86,31311621.5,-1774814.0,-4495890.24,-2671285.11,-8857342.0,-8175349.0,-25974680.35
1100317.47,1597901.72,9642670.0,791242.54,1282144.53,6706096.0,3364029.63,7549121.0,607130.86,32640653.75,-341253.0,-8833471.0,-4170889.0,-834823.0,-4816941.0,-18997377.0
5447377.54,7687009.0,8536376.0,5423746.89,4865124.24,438428.92,7227416.0,8643747.0,8415534.0,56684759.59,-1459368.0,-3786863.0,-4606568.87,-5805.0,-9275170.0,-19133774.87
1589236.43,399669.16,7171804.0,3242984.0,5095559.74,9510988.0,6912412.16,8380016.0,9280042.0,51582711.49,-4572858.0,-3268920.0,-8086003.0,-5636941.32,-8120588.0,-29685310.32
3935809.58,4440107.0,5906280.0,7994855.0,2489937.11,1329009.46,7434268.21,9123459.0,7346078.97,49999804.33,-4603093.41,-3835379.0,-9991656.0,-7910774.76,-3535793.62,-29876696.79
5844111.62,3034329.0,5241557.0,3656826.12,4168785.0,187417.67,540230.61,9107649.0,7847859.32,39628765.34,-2975550.0,-4707400.0,-7072029.0,-143830.0,-4641348.0,-19540157.0
3227683.26,8052900.0,242279.83,21729.29,953648.52,8613019.0,8520913.0,5893940.47,5779588.8,41305702.17,-4208662.0,-4121563.0,-6443349.0,-2414991.44,-6920720.0,-24109285.44
7020843.89,1932711.61,7687118.73,4893257.0,2683912.27,7358939.18,3260635.9,9465463.0,9508835.0,53811716.58,-8345107.0,-2832232.0,-8698666.0,-3309974.53,-361857.0,-23547836.53
3199782.68,8800917.0,3942695.76,3496728.0,5401398.0,4785881.9,5840313.85,8379567.0,223740.74,44071024.93,-1563498.0,-4075547.25,-4417451.0,-7825706.0,-472525.0,-18354727.25
1870911.11,5435696.0,4831465.19,9764408.0,300386.76,4835076.0,2481990.07,501021.1,214533.24,30235487.47,-4186338.99,-7898596.94,-3335955.0,-5534346.88,-2024209.1,-22979446.91
1598949.22,2796061.0,2753827.66,3639011.96,9447807.0,4667811.0,323659.71,7636882.8,2901879.36,35765889.71,-375052.0,-9246405.0,-2076479.0,-866354.0,-5810389.0,-18374679.0
1992785.67,5780846.77,2121226.9,2918758.0,395788.6,2496018.25,9830858.0,7455971.0,178165.43,33170418.62,-1159822.0,-5713966.0,-8005388.0,-7512411.61,-1765875.0,-24157462.61
2189913.67,5987873.0,944746.42,6043514.62,122495.01,4144128.37,7200105.0,7846483.37,1214769.33,35694028.79,-8908668.0,-207173.0,-7266136.6,-847698.0,-6566205.0,-23795880.6
4156995.81,2234336.14,5052643.0,3074703.5,3329079.57,6221193.34,8896669.0,6637793.63,5864859.0,45468272.99,-2015411.6,-3482827.94,-7347860.0,-7482406.0,-7935364.0,-28263869.54
8937159.0,2595773.12,6728766.0,8915530.0,6935412.0,3674109.0,1830671.61,9575737.0,9622540.0,58815697.73,-5722827.0,-1779764.04,-591370.0,-7786429.39,-5970239.0,-21850629.43
9971964.0,1605470.54,2226323.68,8303545.0,6113356.95,699281.58,8376395.54,6408621.66,2403989.75,46108948.7,-4045091.0,-2176208.0,-7966415.0,-5409784.0,-8459062.0,-28056560.0
4908883.89,1145807.64,8167882.0,695586.43,3924139.43,4791636.0,8186867.0,1733752.05,6540707.0,40095261.44,-8749740.0,-9898060.0,-596787.0,-5974535.0,-5735361.58,-30954483.58
452215.94,3005841.36,5332388.2,4471777.0,4914087.36,4514922.4,1033376.72,3772153.74,7383082.0,34879844.72,-3687458.76,-2367574.25,-7525106.68,-1866422.49,-2236350.02,-17682912.2
4840946.18,5209190.0,3472792.0,4901041.41,1699318.28,8643886.0,4553720.78,9325659.0,4446266.72,47092820.37,-7322150.0,-2085732.47,-1031463.0,-5137625.0,-5496949.29,-21073919.76
3003858.15,8321716.0,1325666.12,5267616.0,551681.9,2304676.33,3866974.51,9299965.0,1253936.97,35196090.98,-7965800.5,-5570701.4,-7233578.0,-203369.0,-6191128.0,-27164576.9
4759931.0,951813.06,4006672.69,7428138.92,7337417.0,6766576.95,6049294.78,8761961.0,6930109.66,52991915.06,-7949030.0,-5401293.97,-7856461.0,-2954317.0,-5430434.23,-29591536.2
7727231.76,4983601.69,4965249.0,9648565.0,216949.96,877471.6,9639254.0,897127.42,4463780.0,43419230.43,-2452877.0,-9358587.0,-5435883.91,-1527580.0,-2245733.1,-21020661.01
6287207.0,8790353.0,14876.42,9923321.0,703543.08,9720972.0,6130057.7,441879.88,560006.43,42572216.51,-5477418.51,-2227041.93,-3015833.0,-6902936.0,-3758564.0,-21381793.44
4604338.02,2039887.9,8501199.0,6310868.52,8370496.41,1160012.89,2530093.0,3320111.97,3557416.84,40394424.55,-5721973.0,-9595954.0,-9566557.0,-2539301.0,-8300674.0,-35724459.0
2270672.05,447797.72,348617.7,2516547.45,8451000.0,78007.16,724216.52,1578859.36,7114105.0,23529822.96,-9938795.0,-1565252.0,-5420726.0,-364449.0,-4168759.0,-21457981.0
7838158.6,4868617.4,1640464.74,6950147.0,4754853.76,9570207.0,5772000.68,8147368.96,145654.0,49687472.14,-8657174.0,-8229147.0,-328381.0,-5199325.19,-9120486.0,-31534513.19
6655101.0,8003868.0,3558823.33,5266093.0,5717384.88,143125.19,7625357.0,1292781.91,630400.68,38892934.99,-41195.0,-9692761.0,-9979089.0,-4747935.87,-9931082.0,-34392062.87
2379797.64,3438168.35,7738030.9,5972978.0,2064833.99,3014839.0,3903447.75,1231558.53,2185817.53,31929471.69,-356212.0,-3553481.0,-2823587.72,-4306614.0,-5974675.0,-17014569.72
7910754.68,3625335.51,6933299.0,337382.87,8647590.0,6046078.0,1371355.48,7648960.09,1779292.15,44300047.78,-3065605.0,-7832013.0,-8507703.0,-2679096.0,-1394516.0,-23478933.0
4459132.0,826344.1,5714960.0,9916945.0,1356767.82,5224535.56,4947154.0,8321690.28,1698651.37,42466180.13,-2991700.0,-3337918.8,-2189409.0,-3207920.0,-1499822.0,-13226769.8
8555990.0,839501.69,9913479.0,3559900.19,9958027.0,3986054.01,5774737.0,1069451.25,9088669.0,52745809.14,-1182102.0,-3430880.0,-3077200.0,-3251246.09,-4315215.0,-15256643.09
6799112.11,7736073.0,4272047.0,3398725.38,4688867.68,9340697.0,6105169.24,6341881.0,9804669.0,58487241.41,-189691.0,-1061940.0,-5677667.49,-9655488.0,-5770460.0,-22355246.49
7316450.08,1835046.72,2448662.0,9558897.0,2787103.0,2687856.49,5524483.0,2379881.82,1436072.93,35974453.04,-4408293.2,-4225949.36,-725198.0,-1638248.0,-7267709.0,-18265397.56
1918034.49,3449068.22,1054317.68,1865201.14,7146019.38,8926470.0,3219550.0,2586929.79,8563065.0,38728655.7,-3343872.19,-3303545.66,-6444284.48,-9960326.0,-7581580.0,-30633608.33
1572461.51,3465085.59,2811795.24,2613888.08,7774751.63,2391457.42,5668434.0,5029846.93,1340822.23,32668542.63,-362718.0,-3950316.49,-5807469.48,-9759704.0,-9013284.0,-28893491.97
2762035.67,9907860.0,6325440.9,5516534.97,4726820.0,4458530.0,7074988.0,6856392.0,7196966.0,54825567.54,-4988871.65,-5930460.0,-6622941.79,-3787783.47,-7501991.0,-28832047.91
8968244.0,7153184.18,1959766.69,7128103.67,7444615.0,1758026.01,7344384.94,2568416.0,3488062.13,47812802.62,-8026433.0,-1106587.0,-4019418.71,-4187127.0,-5556944.0,-22896509.71
2618953.0,7066318.0,5783767.03,9887935.0,648860.99,4930258.15,3480305.0,6846638.0,7911325.11,49174360.28,-1696702.0,-9570535.0,-6850414.0,-2612443.87,-3165404.96,-23895499.83
5012929.0,3212602.7,530224.49,5847861.76,9241147.0,1362804.19,7253436.0,3135822.0,671599.19,36268426.33,-2453782.0,-7958998.0,-2670169.0,-7515828.0,-8202905.0,-28801682.0
3994354.26,8370604.0,1706564.34,8640932.0,185569.02,3208124.28,7332274.0,1850352.03,1599920.49,36888694.42,-581570.0,-7533431.0,-4855864.98,-6757948.0,-3949062.0,-23677875.98
3938874.0,4871321.62,7102735.0,9864257.0,8863956.0,1482496.42,6716515.15,7332454.0,1973495.37,52146104.56,-4864822.95,-4243355.47,-7122527.0,-9154096.0,-2093945.79,-27478747.21
3215149.0,9616987.0,9267805.0,6707626.0,3832835.44,7473872.0,5063361.0,7263131.09,7793974.0,60234740.53,-5504777.48,-8954520.0,-2792514.0,-5811798.26,-6338334.2,-29401943.94
6552528.0,5130323.0,5217978.77,3503644.06,2911952.41,4346995.81,468636.13,8363264.0,1899028.89,38394351.07,-789126.0,-9246335.0,-7667445.85,-5344226.0,-7056868.0,-30104000.85
714103.13,7946971.0,1931286.0,4200340.0,1929077.72,7483276.0,6246027.47,8883030.0,4204788.66,43538899.98,-3422363.02,-2212706.0,-9997175.0,-3025220.11,-56436.0,-18713900.13
8252339.0,1671024.65,3904109.37,6516195.0,9594180.0,9968888.0,1818897.5,7273793.0,281174.49,49280601.01,-6888213.0,-7443820.0,-8312602.0,-5154183.0,-6710773.0,-34509591.0
8309254.08,4273942.0,1448615.59,5845680.41,5441610.0,6743009.5,739762.98,8122040.51,4677807.0,45601722.07,-4782782.06,-2545267.0,-4161062.24,-9467473.0,-4928253.0,-25884837.3
5799764.87,3570301.0,6665291.78,9259293.0,1162979.0,5163209.47,1596987.74,7612009.28,1432948.09,42262784.23,-8610229.0,-6473103.31,-6639295.51,-4442520.0,-8233317.0,-34398464.82
3885090.0,5922376.0,5571134.48,5368335.0,9650595.0,7242673.87,7163398.44,9048580.0,7435105.15,61287287.94,-9106261.0,-2600838.0,-3179531.0,-2140806.25,-261086.0,-17288522.25
7185996.06,3881628.07,9636739.0,6043228.0,848786.71,3606138.0,6151889.12,2100899.62,4361966.0,43817270.58,-3959490.0,-2941179.31,-9397518.0,-2356731.0,-466789.0,-19121707.31
1969879.57,7650566.0,9003204.0,7841981.58,4661852.82,6125234.0,6410682.0,6240395.0,9020185.0,58923979.97,-4926441.99,-9122485.0,-2147362.88,-6866015.0,-581641.0,-23643945.87
3272303.19,5855876.0,103763.61,5343324.93,7459348.97,7124798.0,802211.91,2595080.4,5274635.54,37831342.55,-4956660.33,-511769.0,-9384685.0,-4142922.22,-444097.0,-19440133.55
9323865.0,269522.17,4021619.99,6113639.57,6943212.0,6706761.0,2174050.37,1914801.2,9597284.0,47064755.3,-8851764.0,-7168665.35,-3427954.0,-1977538.81,-3777255.55,-25203177.71
4376875.0,984552.31,4210780.0,2793708.0,7671717.2,750996.31,5078861.0,1260357.0,1276667.28,28404514.1,-2530585.0,-8160183.21,-799579.0,-3142327.74,-8085793.09,-22718468.04
2531428.0,1179708.15,3133254.03,608265.0,7933725.7,7889280.0,1786670.87,7629105.38,4663461.0,37354898.13,-9875482.0,-7682832.36,-1449681.0,-895513.0,-8896112.0,-28799620.36
3820012.31,9039344.0,511866.09,9999826.0,3224835.76,4800324.22,7467783.89,2882615.94,5684074.0,47430682.21,-6228675.0,-7100445.68,-1028397.0,-7689785.0,-6744162.84,-28791465.52
9030800.0,8684440.0,195615.32,6027971.0,3966761.97,981482.0,7956188.93,5779604.74,8114121.0,50736984.96,-5475152.25,-6388263.0,-1004770.0,-8267971.0,-6639577.0,-27775733.25
1742426.27,2537179.84,4774000.68,5806089.0,6547194.0,1950108.65,9200546.0,2010693.54,47943.62,34616181.6,-945189.0,-8606619.0,-2588290.72,-1033656.0,-4556491.0,-17730245.72
2363387.98,1408103.67,7527405.56,6503709.18,2722393.61,1815830.32,4150023.0,6232969.0,95376.04,32819198.36,-1778835.19,-4976016.0,-7159659.0,-7576769.0,-389309.0,-21880588.19
8045677.0,64914.63,5088619.0,7205517.0,2781409.46,5888000.0,5858944.0,2996287.0,4801257.81,42730625.9,-8217367.73,-205862.0,-5636396.35,-2094182.0,-5810056.63,-21963864.71
7335309.08,309007.77,46521.0,414121.0,6360592.0,5650889.0,5331063.66,628774.83,6865558.0,32941836.34,-9769536.0,-5900590.0,-7601608.0,-3865456.0,-6646721.0,-33783911.0
7520881.0,3157916.0,9050356.0,3917029.0,6209466.0,4163803.0,9556263.0,1972757.77,7604312.0,53152783.77,-5783407.85,-3267640.0,-4208206.0,-9109726.0,-5716098.0,-28085077.85
749708.38,448731.97,5782930.07,8915154.0,7016780.89,8681566.0,6592699.63,8667613.0,107856.56,46963040.5,-3396045.0,-8912475.0,-2222636.0,-4956248.33,-1018089.0,-20505493.33
7584922.0,8214718.0,6102528.0,8381796.0,2686019.0,5460453.0,7177660.0,5020064.0,9797810.0,60425970.0,-9462768.0,-1771843.0,-4539649.0,-5711636.0,-1328744.0,-22814640.0
3571669.43,1684549.9,8145619.24,3507671.66,2106253.13,5028107.47,6475135.0,5565976.0,1691587.38,37776569.21,-8759496.0,-9279851.0,-8543677.0,-6691426.08,-6905879.0,-40180329.08
7636436.0,4018213.4,6005883.3,8288246.4,9776504.0,3027173.0,4938501.0,9443449.0,1688738.17,54823144.27,-2572958.81,-7999153.0,-798130.0,-9851304.0,-6512724.0,-27734269.81
8361600.76,8191626.08,67091.66,363479.21,6953880.0,74182.44,3131425.96,8308961.0,4030075.45,39482322.56,-187973.0,-7947109.0,-5593770.0,-8268003.0,-7951962.83,-29948817.83
7892461.0,4409181.32,4932784.84,1053232.51,1128789.87,5874832.76,6425677.0,3153392.6,7606713.9,42477065.8,-2769919.62,-3473146.0,-3180404.0,-5030413.0,-1958097.0,-16411979.62
2021216.06,8275063.32,8121377.68,680274.02,3319034.44,7980323.59,5930388.0,8892973.0,6011623.7,51232273.81,-5526153.7,-7213559.0,-6994780.0,-7079756.0,-6625371.85,-33439620.55
6441334.0,5668823.05,1229566.97,9720089.0,8834234.0,4419381.81,5310408.0,8767360.0,23157.2,50414354.03,-9005850.0,-2240630.76,-3532759.67,-3931994.0,-9576582.0,-28287816.43
5526890.0,3340526.8,1280898.02,7312032.0,6296964.92,16125.12,1664268.48,4606287.0,6941699.02,36985691.36,-6128234.13,-6467603.0,-5328187.81,-6198754.0,-8141232.0,-32264010.94
7532072.0,4537845.9,2535276.77,8826623.0,464997.09,566807.0,1529702.35,3132776.76,5765126.4,34891227.27,-5430393.0,-542026.0,-5723214.0,-1604403.0,-4247849.42,-17547885.42
